,ref,doi,pub_link,doi_short,meta,indigenous,local,knowledge
132,"D. Qin, D.J. Dokken, K.L. Ebi, M.D. Mastrandrea, K.J. Mach, G.-K. Plattner, S.K. Allen, M. Tignor, and P.M. Midgley eds.)]. Cambridge University Press, Cambridge, UK and New York, NY, USA, pp. 437-486.",,,,,,,
133,"D'Agostino,A.L. and B.K. Sovacool, 2011: Sewing climate-resilient seeds: implementing climate change adaptation best practices in rural Cambodia. Mitigation and Adaptation Strategies for Global Change, 16(6), 699-720.",https://doi.org/10.1007/s11027-011-9289-7,https://link.springer.com/article/10.1007/s11027-011-9289-7,10.1007/s11027-011-9289-7,Publisher link,,,
134,"Daley, E. and B. Englert, 2010: Securing land rights for women. Journal of Eastern African Studies, 4(1), 91-113.",https://doi.org/10.1080/17531050903556675,https://www.tandfonline.com/doi/full/10.1080/17531050903556675,10.1080/17531050903556675,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
135,"Daniel, S., 2011: Land grabbing and potential implications for world food security. In: Sustainable Agricultural Development [Behnassi, M., S.A. Shahid, and J. D'Silva (eds.)]. Springer Science, Dordrecht, Netherlands, pp. 25-42.",https://doi.org/10.1007/978-94-007-0519-7_2,https://link.springer.com/chapter/10.1007/978-94-007-0519-7_2,10.1007/978-94-007-0519-7_2,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
136,"Danielsen, F., M. Skutsch, N.D. Burgess, P.M. Jensen, H. Andrianandrasana, B. Karky,",,,,,,,
137,"Dankelman, I., 2010: Introduction: exploring gender, environment, and climate change. In: Gender and Climate Change: An Introduction [Dankelman, I. (ed.)]. Earthscan, London, UK and Sterling, VA, USA, pp. 1-20.",,,,,,,
138,"Dauvergne, P. and K.J. Neville, 2009: The changing north-south and south-south political economy of biofuels. Third World Quarterly, 30(6), 1087-1102.",https://doi.org/10.1080/01436590903037341,https://www.tandfonline.com/doi/full/10.1080/01436590903037341,10.1080/01436590903037341,Publisher link,,,
139,"Davies, M., B. Guenther, J. Leavy, T. Mitchell, and T. Tanner, 2009: Climate Change Adaptation, Disaster Risk Reduction and Social Protection: Complementary Roles in Agriculture and Rural Growth? IDS Working Paper No. 320, The Institute of Development Studies (IDS), University of Sussex, Brighton, UK, 37 pp.",https://doi.org/10.1111/j.2040-0209.2009.00320_2.x,https://onlinelibrary.wiley.com/doi/10.1111/j.2040-0209.2009.00320_2.x,10.1111/j.2040-0209.2009.00320_2.x,Publisher link; Couldn't analyze abstract,,,
140,"De Jode, H., 2010: Modern and Mobile: The Future of Livestock Production in Africa's Drylands. International Institute for Environment and Development (IIED), London, UK and SOS Sahel International UK, Oxford, UK, 88 pp.",,,,,,,
141,"De Schutter, O., 2011: How not to think of land-grabbing: three critiques of large- scale investments in farmland. The Journal of Peasant Studies, 38(2), 249-279.",https://doi.org/10.1080/03066150.2011.559008,https://www.tandfonline.com/doi/full/10.1080/03066150.2011.559008,10.1080/03066150.2011.559008,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
142,"de Sherbinin, A., M. Castro, F. Gemenne, M. Cernea, S. Adamo, P. Fearnside, G. Krieger,",,,,,,,
143,"Deininger, K.W., D. Byerlee, J. Lindsay, A. Norton, H. Selod, and M. Stickler, 2011: Rising Global Interest in Farmland: Can It Yield Sustainable and Equitable Benefits? The International Bank for Reconstruction and Development / The World Bank, Washington, DC, USA, 214 pp.",https://doi.org/10.1596/978-0-8213-8591-3,https://elibrary.worldbank.org/doi/abs/10.1596/978-0-8213-8591-3,10.1596/978-0-8213-8591-3,Publisher link; Couldn't analyze abstract,,,
144,"Demetriades, J. and E. Esplen, 2008: The gender dimensions of poverty and climate change adaptation. IDS Bulletin, 39(4), 24-31.",https://doi.org/10.1111/j.1759-5436.2008.tb00473.x,https://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1759-5436.2008.tb00473.x,10.1111/j.1759-5436.2008.tb00473.x,Publisher link; Couldn't analyze abstract,,,
145,"Denton, F., 2002: Climate change vulnerability, impacts, and adaptation: why does gender matter? Gender and Development, 10(2), 10-20.",https://doi.org/10.1080/13552070215903,https://www.tandfonline.com/doi/abs/10.1080/13552070215903,10.1080/13552070215903,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
146,"Dercon, S., 2006: Vulnerability: a micro perspective. In: Securing Development in an Unstable World [Bourguignon, F., B. Pleskovic, and J. van der Gaag (eds.)]. World Bank Publications, Washington, DC, USA, pp. 117-146.",,,,,,,
147,"Dercon, S., 2011: Social Protection, Efficiency and Growth. Paper prepared for The Annual Bank Conference on Development Economics (ABCDE), 2011, ""Broadening Opportunities for Development,"" Paris, France, May 30-June 1, held by the OECD, the Government of France, and the World Bank, CSAE Working Paper WPS/2011-17, Centre for the Study of African Economies (CSAE), Department of Economics, University of Oxford, Oxford, UK, 29 pp.",,,,,,,
148,"Devereux, S., J.A. McGregor, and R. Sabates-Wheeler, 2011: Introduction: social protection for social justice. IDS Bulletin, 42(6), 1-9.",https://doi.org/10.1111/j.1759-5436.2011.00265.x,https://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1759-5436.2011.00265.x,10.1111/j.1759-5436.2011.00265.x,Publisher link; Couldn't analyze abstract,,,
149,"Devereux, S., R. Sabates-Wheeler, M. Tefera, and H. Taye, 2006: Ethiopia's Productive Safety Net Programme (PSNP): Trends in PSNP Transfers within Targeted Households. Institute of Development Studies (IDS), University of Sussex, Brighton, UK and Indak International Pvt. L. C., Addis Ababa, Ethiopia, 68 pp. Devereux, S., M. Davies, A. McCord, R. Slater, N. Freeland, F. Ellis, and P. White, 2010: Social Protection in Africa: Where Next? Institute of Development Studies (IDS),",,,,,,,
150,"Devitt, C. and R.S.J. Tol, 2012: Civil war, climate change, and development: a scenario study for sub-Saharan Africa. Journal of Peace Research, 49(1), 129-145.",https://doi.org/10.1177/0022343311427417,https://journals.sagepub.com/doi/10.1177/0022343311427417,10.1177/0022343311427417,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
151,"Dollar, D., T. Kleineberg, and A. Kraay, 2013: Growth Still is Good for the Poor. Policy Research Working Paper No. 6568, The Macroeconomics and Growth Team, Development Research Group, The International Bank for Reconstruction and Development / The World Bank, Washington, DC, USA, 33 pp.",https://doi.org/10.1596/1813-9450-6568,https://elibrary.worldbank.org/doi/abs/10.1596/1813-9450-6568,10.1596/1813-9450-6568,Publisher link; Couldn't analyze abstract,,,
152,"Dossou, K.M.R. and B. Glehouenou-Dossou, 2007: The vulnerability to climate change of Cotonou (Benin): the rise in sea level. Environment and Urbanization, 19(1), 65-79.",https://doi.org/10.1177/0956247807077149,https://journals.sagepub.com/doi/10.1177/0956247807077149,10.1177/0956247807077149,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
153,"Double Exposures. Oxford University Press, New York, NY, USA, 192 pp.",,,,,,,
154,"Douglas, I., K. Alam, M.A. Maghenda, Y. Mcdonnell, L. McLean, and J. Campbell, 2008: Unjust waters: climate change, flooding and the urban poor in Africa. Environment and Urbanization, 20(1), 187-205.",https://doi.org/10.1177/0956247808089156,https://journals.sagepub.com/doi/10.1177/0956247808089156,10.1177/0956247808089156,Publisher link; Analyzed abstract; Exported the abstract,0,3,0
155,"Dunne, J.P., R.J. Stouffer, and J.G. John, 2013: Reductions in labour capacity from heat stress under climate warming. Nature Climate Change, 3, 563-566, doi:10.1038/nclimate1827.",https://doi.org/10.1038/nclimate1827,https://www.nature.com/articles/nclimate1827,10.1038/nclimate1827,Publisher link; Couldn't analyze abstract,,,
156,"Dyer, J.C., L.C. Stringer, and A.J. Dougill, 2012: Jatropha curcas: Sowing local seeds of success in Malawi? In response to Achten et al. (2010). Journal of Arid Environments, 79, 107-110.",https://doi.org/10.1016/j.jaridenv.2011.12.004,https://linkinghub.elsevier.com/retrieve/pii/S0140196311003740,10.1016/j.jaridenv.2011.12.004,Publisher link; Analyzed abstract; Exported the abstract,0,2,2
157,"Eakin, H., K. Benessaiah, J.F. Barrera, G.M. Cruz-Bello, and H. Morales, 2012: Livelihoods and landscapes at the threshold of change: disaster and resilience in a Chiapas coffee community. Regional Environmental Change, 12(3), 475-488.",https://doi.org/10.1007/s10113-011-0263-4,https://link.springer.com/article/10.1007/s10113-011-0263-4,10.1007/s10113-011-0263-4,Publisher link,,,
158,"Eakin, H.C. and M.B. Wehbe, 2009: Linking local vulnerability to system sustainability in a resilience framework: two cases from Latin America. Climatic Change, 93(3), 355-377.",https://doi.org/10.1007/s10584-008-9514-x,https://link.springer.com/article/10.1007/s10584-008-9514-x,10.1007/s10584-008-9514-x,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
159,"Easterling, W.E., P.K. Aggarwal, P. Batima, K.M. Brander, L. Erda, S.M. Howden, A. Kirilenko, J. Morton, J. Schmidhuber, and F.N. Tubiello, 2007: Food, fibre and forest",,,,,,,
160,"Eastham, J., F. Mpelasoka, M. Mainuddin, C. Ticehurst, P. Dyce, G. Hodgson, R. Ali, and M. Kirby, 2008: Mekong River Basin Water Resources Assessment: Impacts of Climate Change. Water for a Healthy Country National Research Flagship Report Series,The Commonwealth Scientific and Industrial Research Organisation (CSIRO), Canberra, Australia, 131 pp.",,,,,,,
161,"Edenhofer, O., R. Pichs-Madruga, Y. Sokona, K. Seyboth, P. Matschoss, S. Kadner, T. Zwickel, P. Eickemeier, G. Hansen, and S. Schlömer (eds.), 2011: The IPCC Special Report on Renewable Energy Sources and Climate Change Mitigation. Prepared by Working Group III of the Intergovernmental Panel on Climate Change. Cambridge University Press, Cambridge, UK and New York, NY, USA, 1075 pp.",https://doi.org/10.1017/CBO9781139151153,https://www.cambridge.org/core/books/renewable-energy-sources-and-climate-change-mitigation/3B81067C8A69D047CD41F000E7EDED4B,10.1017/CBO9781139151153,Publisher link; Couldn't analyze abstract,,,
162,"Edward, P. and A. Sumner, 2013a: The Future of Global Poverty in a Multi-Speed World: New Estimates of Scale and Location, 2010-2030. CGD Working Paper No. 327, Centre for Global Development (CGD), Washington, DC, USA, 42 pp.",https://doi.org/10.2139/ssrn.2364153,http://www.ssrn.com/abstract=2364153,10.2139/ssrn.2364153,Publisher link; Couldn't analyze abstract,,,
163,"Edward, P. and A. Sumner, 2013b: The Geography of Inequality. Where and by How Much Has Income Distribution Changed since 1990? CGD Working Paper 341, Centre for Global Development (CGD), Washington, DC, USA, 42 pp.",https://doi.org/10.2139/ssrn.2366968,http://www.ssrn.com/abstract=2366968,10.2139/ssrn.2366968,Publisher link; Couldn't analyze abstract,,,
164,"El-Raey, M., K. Dewidar, and M. El-Hattab, 1999: Adaptation to the impacts of sea level rise in Egypt. Mitigation and Adaptation Strategies for Global Change, 4(3), 343-361.",https://doi.org/10.1023/A:1009684210570,https://link.springer.com/article/10.1023/A:1009684210570,10.1023/A:1009684210570,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
165,"Elbers, C., J.W. Gunning, and B. Kinsey, 2007: Growth and risk: methodology and micro evidence. World Bank Economic Review, 21(1), 1-20.",https://doi.org/10.1093/wber/lhl008,https://academic.oup.com/wber/article/21/1/1/1909537,10.1093/wber/lhl008,Publisher link,,,
166,"Elliott, J.R. and J. Pais, 2006: Race, class, and Hurricane Katrina: social differences in human responses to disaster. Social Science Research, 35(2), 295-321.",https://doi.org/10.1016/j.ssresearch.2006.02.003,https://linkinghub.elsevier.com/retrieve/pii/S0049089X06000135,10.1016/j.ssresearch.2006.02.003,Publisher link,,,
167,"Ellis, F. and S. Biggs, 2001: Evolving themes in rural development 1950s-2000s.",https://doi.org/10.1111/1467-7679.00143,https://onlinelibrary.wiley.com/doi/10.1111/1467-7679.00143,10.1111/1467-7679.00143,Publisher link; Couldn't analyze abstract,,,
168,"Ellis, F., M. Kutengule, and A. Nyasulu, 2003: Livelihoods and rural poverty reduction in Malawi. World Development, 31(9), 1495-1510.",https://doi.org/10.1016/S0305-750X(03)00111-6,https://linkinghub.elsevier.com/retrieve/pii/S0305750X03001116,10.1016/S0305-750X(03)00111-6,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
169,"Elobeid, A. and C. Hart, 2008: Ethanol expansion in the Food versus Fuel Debate: how will developing countries fare? Journal of Agricultural & Food Industrial Organization, 5(SI), 6, www.energybc.ca/cache/biofuels/finaledits/ www.colby.edu/economics/faculty/thtieten/ec476/Ethanol_LDCs.pdf.",https://doi.org/10.2202/1542-0485.1201,https://www.degruyter.com/document/doi/10.2202/1542-0485.1201/html,10.2202/1542-0485.1201,Publisher link,,,
170,"Eriksen, C., N. Gill, and L. Head, 2010: The gendered dimensions of bushfire in changing rural landscapes in Australia. Journal of Rural Studies, 26(4), 332-342.",https://doi.org/10.1016/j.jrurstud.2010.06.001,https://linkinghub.elsevier.com/retrieve/pii/S0743016710000367,10.1016/j.jrurstud.2010.06.001,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
171,"Eriksen, S. and J. Lind, 2009: Adaptation as a political process: adjusting to drought and conflict in Kenya's drylands. Environmental Management, 43(5), 817-835. Eriksen, S. and A. Marin, 2011: Pastoral Pathways. Climate Change Adaptation Lessons from Ethiopia. Department of International Environment and Development Studies, Noragric Norwegian University of Life Sciences, the Development",https://doi.org/10.1007/s00267-008-9189-0,https://link.springer.com/article/10.1007/s00267-008-9189-0,10.1007/s00267-008-9189-0,Publisher link; Analyzed abstract; Exported the abstract,0,5,0
172,"Eriksen, S. and J.A. Silva, 2009: The vulnerability context of a savanna area in Mozambique: household drought coping strategies and responses to economic change. Environmental Science & Policy, 12(1), 33-52.",https://doi.org/10.1016/j.envsci.2008.10.007,https://linkinghub.elsevier.com/retrieve/pii/S1462901108001238,10.1016/j.envsci.2008.10.007,Publisher link; Analyzed abstract; Exported the abstract,0,2,0
173,"Eriksen, S. and K. O'Brien, 2007: Vulnerability, poverty and the need for sustainable adaptation measures. Climate Policy, 7(4), 337-352.",https://doi.org/10.1080/14693062.2007.9685660,https://www.tandfonline.com/doi/abs/10.1080/14693062.2007.9685660,10.1080/14693062.2007.9685660,Publisher link; Analyzed abstract; Exported the abstract,0,2,0
174,"Eriksen, S., P. Aldunce, C. Bahinipati, Sekhar, M., D. Rafael, J. Molefe, C. Nhemachena,",,,,,,,
175,"Estrada, M. and E. Corbera, 2012: The potential of carbon offsetting projects in the forestry sector for poverty reduction in developing countries: the application of ecology in development solutions. In: Integrating Ecology and Poverty Reduction [Carter Ingram, J., F. DeClerck, and C. Rumbaitis del Rio (eds.)]. Springer, New York, NY, USA, pp. 137-147.",https://doi.org/10.1007/978-1-4614-0186-5_11,https://link.springer.com/chapter/10.1007/978-1-4614-0186-5_11,10.1007/978-1-4614-0186-5_11,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
176,"Fankhauser, S. and G. Schmidt-Traub, 2011: From adaptation to climate-resilient development: the costs of climate-proofing the Millennium Development Goals in Africa. Climate and Development, 3(2), 94-113.",https://doi.org/10.1080/17565529.2011.582267,https://www.tandfonline.com/doi/full/10.1080/17565529.2011.582267,10.1080/17565529.2011.582267,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
177,"Fashae, O.A. and O.D. Onafeso, 2011: Impact of climate change on sea level rise in Lagos, Nigeria. International Journal of Remote Sensing, 32(24), 9811-9819.",https://doi.org/10.1080/01431161.2011.581709,https://www.tandfonline.com/doi/full/10.1080/01431161.2011.581709,10.1080/01431161.2011.581709,Publisher link,,,
178,"Ferreira, V.R.S. and C.S. Passador, 2011: Potentials and limits to generate employment and income by the National Programme for Production and Use of Biodiesel. Organizações Rurais & Agroindustriais, 12(1), 20-33.",,,,,,,
179,"Field, C.B., L.D. Mortsch, M. Brklacich, D.L. Forbes, P. Kovacs, S.W. Running, and M.J. Scott, 2007: North America. In: Climate Change 2007: Impacts, Adaptation and Vulnerability. Contribution of Working Group II to the Fourth Assessment Report",,,,,,,
180,"Fisher, M., M. Chaudhury, and B. McCusker, 2010: Do forests help rural households adapt to climate variability? Evidence from Southern Malawi. World Development, 38(9), 1241-1250.",https://doi.org/10.1016/j.worlddev.2010.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0305750X10000513,10.1016/j.worlddev.2010.03.005,Publisher link; Analyzed abstract; Exported the abstract,,,
181,"Ford, J.D., 2009: Vulnerability of Inuit food systems to food insecurity as a consequence of climate change: a case study from Igloolik, Nunavut. Regional Environmental Change, 9(2), 83-100.",https://doi.org/10.1007/s10113-008-0060-x,https://link.springer.com/article/10.1007/s10113-008-0060-x,10.1007/s10113-008-0060-x,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
182,"Fordham, M., S. Gupta, S. Akerkar, and M. Scharf, 2011: Leading Resilient Development: Grassroots Women's Priorities, Practices and Innovations. Grassroots Organizations Operating Together in Sisterhood (GROOTS) International, Northumbia University, School of the Built and Natural Environment, and the United Nations Development Programme (UNDP), UNDP, New York, NY, USA, and GROOTS International, Brooklyn, NY, USA, 76 pp.",,,,,,,
183,"Fortin, E., 2011: Multi-Stakeholder Initiatives to Regulate Biofuels: The Roundtable for Sustainable Biofuels. Paper presented at the International Conference on Global Land Grabbing, 6-8 April 2011, organized by the Land Deal Politics Initiative (LDPI), International Institute of Social Studies in The Hague, and Erasmus University Rotterdam, in collaboration with the Journal of Peasant Studies, hosted by the Future Agricultures Consortium at the Institute of Development Studies (IDS), University of Sussex, Brighton, UK, LDPI, The Hague, Netherlands, 15 pp.",,,,,,,
184,"Frumkin, H., J. Hess, G. Luber, J. Malilay, and M. McGeehin, 2008: Climate change: the public health response. American Journal of Public Health, 98(3), 435-445. Funk, C., M.D. Dettinger, J.C. Michaelsen, J.P. Verdin, M.E. Brown, M. Barlow, and A. Hoell, 2008: Warming of the Indian Ocean threatens eastern and southern African food security but could be mitigated by agricultural development.",,,,,,,
185,"Fussell, E., N. Sastry, and M. VanLandingham, 2010: Race, socioeconomic status, and return migration to New Orleans after Hurricane Katrina. Population & Environment, 31(1), 20-42.",https://doi.org/10.1007/s11111-009-0092-2,https://link.springer.com/article/10.1007/s11111-009-0092-2,10.1007/s11111-009-0092-2,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
186,"G. Martine, G. McGranahan, D. Schensul, and C. Tacoli (eds.)]. The United Nations Population Fund (UNFPA), New York, NY, USA and the International Institute for Environment and Development (IIED), London, UK, pp. 206-217.",,,,,,,
187,"Gabrielsson, S. and V. Ramasar, 2012: Widows: agents of change in a climate of water uncertainty. Journal of Cleaner Production, 1 December 2013, 60, 34-",https://doi.org/10.1016/j.jclepro.2012.01.034,https://linkinghub.elsevier.com/retrieve/pii/S0959652612000546,10.1016/j.jclepro.2012.01.034,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
188,"Gabrielsson, S., S. Brogaard, and A. Jerneck, 2012: Living without buffers - illustrating climate vulnerability in the Lake Victoria basin. Sustainability Science, 8(2), 143-157, doi:10.1007/s11625-012-0191-3.",https://doi.org/10.1007/s11625-012-0191-3,https://link.springer.com/article/10.1007/s11625-012-0191-3,10.1007/s11625-012-0191-3,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
189,"Gagnon-Lebrun, F. and S. Agrawala, 2006: Progress on Adaptation to Climate Change in Developed Countries: An Analysis of Broad Trends. Organisation for Economic Co-operation and Development (OECD), Paris, France, 62 pp.",,,,,,,
190,"Gaiha, R. and A.B. Deolalikar, 1993: Persistent, expected and innate poverty: estimates for semi-arid rural South India, 1975-1984. Cambridge Journal of Economics, 17(4), 409-421.",https://doi.org/10.1093/oxfordjournals.cje.a035246,"https://academic.oup.com/cje/article/1673727/Persistent,",10.1093/oxfordjournals.cje.a035246,Publisher link,,,
191,"Galaz, V., F. Moberg, T.E. Downing, F. Thomalla, and K. Warner, 2008: Ecosystem under Pressure. A Policy Brief for the International Commission on Climate Change and Development (CCCD), Prepared by the Stockholm Resilience Centre, Stockholm University, Stockholm Environment Institute (SEI), and United Nations University-Institute for Environment and Human Security (UNU-EHS), CCCD, Stockholm, Sweden, 4 pp.",,,,,,,
192,"García-Pina, R., A. Tobías Garcés, J. Sanz Navarro, C. Navarro Sánchez, and A. García-Fulgueiras, 2008: Efecto del calor sobre el número de urgencias hospitalarias en la Región de Murcia durante los veranos del período 2000- 2005 y su uso en la vigilancia epidemiológica. Revista Española de Salud Pública, 82(2), 153-166.",https://doi.org/10.1590/S1135-57272008000200002,https://scielosp.org/article/resp/2008.v82n2/153-166/es/,10.1590/S1135-57272008000200002,Publisher link,,,
193,"Gasper, D.R., A.V. Portocarrero, and A. Lera St Clair, 2013: Climate change and development framings: a comparative analysis of the Human Development Report 2007/8 and the World Development Report 2010. Global Environmental Change, 23(1), 28-39.",https://doi.org/10.1016/j.gloenvcha.2012.10.014,https://linkinghub.elsevier.com/retrieve/pii/S0959378012001276,10.1016/j.gloenvcha.2012.10.014,Publisher link; Analyzed abstract; Exported the abstract,0,0,2
194,"Gentle, P. and T.N. Maraseni, 2012: Climate change, poverty and livelihoods: adaptation practices by rural mountain communities in Nepal. Environmental Science & Policy, 21, 24-34.",https://doi.org/10.1016/j.envsci.2012.03.007,https://linkinghub.elsevier.com/retrieve/pii/S1462901112000445,10.1016/j.envsci.2012.03.007,Publisher link; Analyzed abstract; Exported the abstract,0,2,0
195,"Gerlitz, J., K. Hunzai, and B. Hoermann, 2012: Mountain poverty in the Hindu-Kush Himalayas. Canadian Journal of Development Studies/Revue Canadienne D'Études du Développement, 33(2), 250-265.",https://doi.org/10.1080/02255189.2012.689613,https://www.tandfonline.com/doi/full/10.1080/02255189.2012.689613,10.1080/02255189.2012.689613,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
196,"Ghazoul, J., R.A. Butler, J. Mateo-Vega, and L.P. Koh, 2010: REDD: a reckoning of environment and development implications. Trends in Ecology & Evolution, 25(7), 396-402.",https://doi.org/10.1016/j.tree.2010.03.005,https://linkinghub.elsevier.com/retrieve/pii/S0169534710000649,10.1016/j.tree.2010.03.005,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
197,"Ghosh, J., 2010: The unnatural coupling: food and global finance. Journal of Agrarian Change, 10(1), 72-86.",https://doi.org/10.1111/j.1471-0366.2009.00249.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1471-0366.2009.00249.x,10.1111/j.1471-0366.2009.00249.x,Publisher link; Couldn't analyze abstract,,,
198,"Gigli, S. and S. Agrawala, 2007: Stocktaking of Progress on Integrating Adaptation to Climate Change into Development Co-operation Activities. Organisation for Economic Co-operation and Development (OECD), Paris, France, 83 pp.",,,,,,,
199,"Gilligan, D.O., J. Hoddinott, and A.S. Taffesse, 2009: The impact of Ethiopia's Productive Safety Net Programme and its linkages. The Journal of Development Studies, 45(10), 1684-1706.",https://doi.org/10.1080/00220380902935907,https://www.tandfonline.com/doi/full/10.1080/00220380902935907,10.1080/00220380902935907,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
200,"Giné, X. and D.Yang, 2009: Insurance, credit, and technology adoption: field experimental evidence from Malawi. Journal of Development Economics, 89(1), 1-11.",https://doi.org/10.1016/j.jdeveco.2008.09.007,https://linkinghub.elsevier.com/retrieve/pii/S0304387808000898,10.1016/j.jdeveco.2008.09.007,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
201,"Giné, X., R. Townsend, and J. Vickery, 2008: Patterns of rainfall insurance participation in rural India. The World Bank Economic Review, 22(3), 539-566.",https://doi.org/10.1093/wber/lhn015,https://academic.oup.com/wber/article/22/3/539/1662754,10.1093/wber/lhn015,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
202,"Glenna, L. and D.R. Cahoy, 2009: Agribusiness concentration, intellectual property, and the prospects for rural economic benefits from the emerging biofuel economy. Southern Rural Sociology, 24(2), 111-129.",,,,,,,
203,"Goh, A.H.X., 2012: A Literature Review of the Gender-Differentiated Impacts of Climate Change on Women's and Men's Assets and Well-Being in Developing Countries. CAPRi Working Paper No. 106, CGIAR Systemwide Program on Collective Action and Property Rights (CAPRi) and the International Food Policy Research Institute (IFPRI), Washington, DC, USA, 38 pp.",,,,,,,
204,"Gong, Y., 2010: Integrating Social Capital into Institutional Analysis of the Guangxi CDM Forest-based Carbon Sequestration Project. Economy and Environment Program for Southeast Asia Project (EEPSEA), International Development Research Centre (IDRC), Singapore, 23 pp.",,,,,,,
205,"Gopinathan, M.C. and R. Sudhakaran, 2011: Biofuels: opportunities and challenges in India. In: Biofuels: Global Impact on Renewable Energy, Production Agriculture, and Technological Advancements [Tomes, D., P. Lakshmanan, and D. Songstad (eds.)]. Springer, New York, NY, USA, pp. 173-209.",,,,,,,
206,"Gough, I., 2010: Economic crisis, climate change and the future of welfare states.",https://doi.org/10.1093/oxfordhb/9780199579396.003.0048,https://oxfordhandbooks.com/view/10.1093/oxfordhb/9780199579396.001.0001/oxfordhb-9780199579396-e-48,10.1093/oxfordhb/9780199579396.003.0048,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
207,"Green, D., L. Alexander, K. Mclnnes, J. Church, N. Nicholls, and N. White, 2010: An assessment of climate change impacts and adaptation for the Torres Strait Islands, Australia. Climatic Change, 102(3), 405-433.",https://doi.org/10.1007/s10584-009-9756-2,https://link.springer.com/article/10.1007/s10584-009-9756-2,10.1007/s10584-009-9756-2,Publisher link; Analyzed abstract; Exported the abstract,1,0,0
208,"Gupta, A., E. Lövbrand, E. Turnhout, and M.J. Vijge, 2012: In pursuit of carbon accountability: the politics of REDD+ measuring, reporting and verification systems. Current Opinion in Environmental Sustainability, 4(6), 726-731.",https://doi.org/10.1016/j.cosust.2012.10.004,https://linkinghub.elsevier.com/retrieve/pii/S1877343512001406,10.1016/j.cosust.2012.10.004,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
209,"Hahn, G., 1997: Dynamic responses of cattle to thermal heat loads. Journal of Animal Science, 77, 10-20.",https://doi.org/10.2527/1997.77suppl_210x,https://academic.oup.com/jas/article/77/suppl_2/10-20/4625559,10.2527/1997.77suppl_210x,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
210,"Hall, J., S. Matos, L. Severino, and N. Beltrão, 2009: Brazilian biofuels and social exclusion: established and concentrated ethanol versus emerging and dispersed biodiesel. Journal of Cleaner Production, 17(Suppl. 1), S77-S85.",https://doi.org/10.1016/j.jclepro.2009.01.003,https://linkinghub.elsevier.com/retrieve/pii/S0959652609000183,10.1016/j.jclepro.2009.01.003,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
211,"Halstead, P. and J. O'Shea, 2004: Bad Year Economics: Cultural Responses to Risk and Uncertainty. Cambridge University Press, Cambridge, UK and New York, NY, USA, 160 pp.",,,,,,,
212,"Hanff, E., M. Dabat, and J. Blin, 2011:Are biofuels an efficient technology for generating sustainable development in oil-dependent African nations? A macroeconomic assessment of the opportunities and impacts in Burkina Faso. Renewable and Sustainable Energy Reviews, 15(5), 2199-2209.",https://doi.org/10.1016/j.rser.2011.01.014,https://linkinghub.elsevier.com/retrieve/pii/S1364032111000384,10.1016/j.rser.2011.01.014,Publisher link; Analyzed abstract; Exported the abstract,0,2,0
213,"Hardoy, J. and G. Pandiella, 2009: Urban poverty and vulnerability to climate change in Latin America. Environment and Urbanization, 21(1), 203-224.",https://doi.org/10.1177/0956247809103019,https://journals.sagepub.com/doi/10.1177/0956247809103019,10.1177/0956247809103019,Publisher link; Analyzed abstract; Exported the abstract,0,0,1
214,"Hardoy, J., G. Pandiella, and L.S.V. Barrero, 2011: Local disaster risk reduction in Latin American urban areas. Environment and Urbanization, 23(2), 401-413.",https://doi.org/10.1177/0956247811416435,https://journals.sagepub.com/doi/10.1177/0956247811416435,10.1177/0956247811416435,Publisher link; Analyzed abstract; Exported the abstract,0,4,0
