,ref,doi,pub_link,doi_short,meta,indigenous,local,knowledge
248,"do Carmo, C. N., M. B. Alves and S. d. S. Hacon, 2013: Impact of biomass burning and weather conditions on children's health in a city of Western Amazon region. Air Quality, Atmosphere and Health, doi:10.1007/s11869-012-0191-6. Dodman, D., H. Leck, M. Rusca and S. Colenbrander, 2017: African urbanisation and urbanism: Implications for risk accumulation and reduction. International journal of disaster risk reduction, 26, 7-15, doi:https://doi.org/10.1016/j.",https://doi.org/10.1016/j.ijdrr.2017.06.029,https://linkinghub.elsevier.com/retrieve/pii/S2212420917300237,10.1016/j.ijdrr.2017.06.029,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
249,"Doelle, M., 2016: The Paris Agreement: historic breakthrough or high stakes experiment? Climate Law, 6(1-2), 1-20, doi:http://dx.doi. org/10.1163/18786561-00601001.",https://doi.org/10.1163/18786561-00601001,https://brill.com/view/journals/clla/6/1-2/article-p1_1.xml,10.1163/18786561-00601001,Publisher link; Couldn't analyze abstract,,,
250,"Dogru,T., E.A. Marchio, U. Bulut and C. Suess, 2019: Climate change:Vulnerability and resilience of tourism and the entire economy. Tourism Management, 72, 292-305, doi:https://doi.org/10.1016/j.tourman.2018.12.010.",https://doi.org/10.1016/j.tourman.2018.12.010,https://linkinghub.elsevier.com/retrieve/pii/S0261517718303145,10.1016/j.tourman.2018.12.010,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
251,"Dong, W. et al., 2015: New climate and socio-economic scenarios for assessing global human health challenges due to heat risk. Climatic Change, 130(4), 505-518, doi:10.1007/s10584-015-1372-8.",https://doi.org/10.1007/s10584-015-1372-8,https://link.springer.com/article/10.1007/s10584-015-1372-8,10.1007/s10584-015-1372-8,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
252,"Dorsch, M. J. and C. Flachsland, 2017: A Polycentric Approach to Global Climate Governance. Global Environmental Politics, 17(2), 45-64, doi:10.1162/ GLEP_a_00400.",https://doi.org/10.1162/GLEP_a_00400,https://direct.mit.edu/glep/article/17/2/45-64/14882,10.1162/GLEP_a_00400,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
253,"Dougill, A. J. et al., 2017: Mainstreaming conservation agriculture in Malawi: Knowledge gaps and institutional barriers. Journal of environmental management, 195, 25-34, doi:https://doi.org/10.1016/j.jenvman.2016.09.076. Douglass, K. and J. Cooper, 2020: Archaeology, environmental justice, and climate change on islands of the Caribbean and southwestern Indian Ocean. Proceedings of the National Academy of Sciences, 117(15), 8254-8262,",https://doi.org/10.1073/pnas.1914211117,https://pnas.org/doi/full/10.1073/pnas.1914211117,10.1073/pnas.1914211117,Publisher link; Couldn't analyze abstract,,,
254,"Dovie, D. B. K. and S. Lwasa, 2017: Correlating negotiation hotspot issues, Paris climate agreement and the international climate policy regime. Environmental Science & Policy, 77, 1-8, doi:https://doi.org/10.1016/j.envsci.2017.07.010.",https://doi.org/10.1016/j.envsci.2017.07.010,https://linkinghub.elsevier.com/retrieve/pii/S146290111630627X,10.1016/j.envsci.2017.07.010,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
255,"Dovie, D. B. K., 2019: Case for equity between Paris Climate agreement's Co- benefits and adaptation. Science of the Total Environment, 656, 732-739, doi:https://doi.org/10.1016/j.scitotenv.2018.11.333.",https://doi.org/10.1016/j.scitotenv.2018.11.333,https://linkinghub.elsevier.com/retrieve/pii/S0048969718346898,10.1016/j.scitotenv.2018.11.333,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
256,"Drenkhan, F., C. Huggel, L. Guardamino and W. Haeberli, 2019: Managing risks and future options from new lakes in the deglaciating Andes of Peru: The example of the Vilcanota-Urubamba basin. Science of the Total Environment, 665, 465-483, doi:https://doi.org/10.1016/j.scitotenv.2019.02.070.",https://doi.org/10.1016/j.scitotenv.2019.02.070,https://linkinghub.elsevier.com/retrieve/pii/S0048969719305522,10.1016/j.scitotenv.2019.02.070,Publisher link; Analyzed abstract; Exported the abstract,0,2,1
257,"du Pont, Y. R. et al., 2017: Equitable mitigation to achieve the Paris Agreement goals. Nature Climate Change, 7(1), 38-43, doi:https://doi.org/10.1038/ nclimate3186.",https://doi.org/10.1038/nclimate3186,https://www.nature.com/articles/nclimate3186,10.1038/nclimate3186,Publisher link; Couldn't analyze abstract,,,
258,"Dube, E. and E. Munsaka, 2018: The contribution of indigenous knowledge to disaster risk reduction activities in Zimbabwe: A big call to practitioners. Jàmbá: Journal of Disaster Risk Studies, 10(1), 493, doi:10.4102/jamba. v10i1.493.",https://doi.org/10.4102/jamba.v10i1.493,https://jamba.org.za/index.php/jamba/article/view/493,10.4102/jamba.v10i1.493,Publisher link; Couldn't analyze abstract,,,
259,"Duchelle, A. E., G. Simonet, W. D. Sunderlin and S. Wunder, 2018: What is REDD+ achieving on the ground? Current Opinion in Environmental Sustainability, 32, 134-140, doi:https://doi.org/10.1016/j.cosust.2018.07.001.",https://doi.org/10.1016/j.cosust.2018.07.001,https://linkinghub.elsevier.com/retrieve/pii/S1877343517301872,10.1016/j.cosust.2018.07.001,Publisher link; Analyzed abstract; Exported the abstract,0,3,0
260,"Dückers, M., G. Frerks and J. Birkmann, 2015: Exploring the plexus of context and consequences: An empirical test of a theory of disaster vulnerability. International Journal of Disaster Risk Reduction, 13, 85-95, doi:https://doi. org/10.1016/j.ijdrr.2015.04.002.",https://doi.org/10.1016/j.ijdrr.2015.04.002,https://linkinghub.elsevier.com/retrieve/pii/S2212420915300042,10.1016/j.ijdrr.2015.04.002,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
261,"Duguma, L. A., P. A. Minang and M. van Noordwijk, 2014a: Climate change mitigation and adaptation in the land use sector: from complementarity to synergy. Environmental management, 54(3), 420-432, doi:https://doi. org/10.1007/s00267-014-0331-x.",https://doi.org/10.1007/s00267-014-0331-x,https://link.springer.com/article/10.1007/s00267-014-0331-x,10.1007/s00267-014-0331-x,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
262,"Duguma, L. A., S. W. Wambugu, P. A. Minang and M. Van Noordwijk, 2014b: A systematic analysis of enabling conditions for synergy between climate change mitigation and adaptation measures in developing countries. Environmental Science & Policy, 42, 138-148, doi:https://doi.org/10.1016/j. envsci.2014.06.003.",https://doi.org/10.1016/j.envsci.2014.06.003,https://linkinghub.elsevier.com/retrieve/pii/S1462901114001178,10.1016/j.envsci.2014.06.003,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
263,"Dzebo, A., 2019: Effective governance of transnational adaptation initiatives. International Environmental Agreements: Politics, Law and Economics, 19(4- 5), 447-466, doi:https://doi.org/10.1007/s10784-019-09445-8.",https://doi.org/10.1007/s10784-019-09445-8,https://link.springer.com/article/10.1007/s10784-019-09445-8,10.1007/s10784-019-09445-8,Publisher link; Analyzed abstract; Exported the abstract,0,0,3
264,"Earle, A. et al., 2015: Transboundary water management and the climate change debate. Routledge, London. ISBN 9780415835152.",https://doi.org/10.4324/9780203098929,https://www.taylorfrancis.com/books/mono/10.4324/9780203098929/transboundary-water-management-climate-change-debate-anton-earle-ana-elisa-cascao-anders-j%C3%A4gerskog-ashok-swain-joakim-%C3%B6jendal-stina-hansson,10.4324/9780203098929,Publisher link; Couldn't analyze abstract,,,
265,"Ebi, K. L., J. J. Hess and P. Watkiss, 2017: Health risks and costs of climate variability and change. In: Injury Prevention and Environmental Health., 3rd ed. [Mock, C. N., R. Nugent, O. Kobusingye and K. R. Smith (eds.)]. The International Bank for Reconstruction and Development / The World Bank;, Washington DC, pp. 153-169. ISBN 978-1-4648-0521-9.",https://doi.org/10.1596/978-1-4648-0522-6_ch8,https://elibrary.worldbank.org/doi/10.1596/978-1-4648-0522-6_ch8,10.1596/978-1-4648-0522-6_ch8,Publisher link; Couldn't analyze abstract,,,
266,"EC-DRMKC, INFORM Risk, European Commission Joint Research Center. Available at: https://drmkc.jrc.ec.europa.eu/inform-index/INFORM-Risk/ Results-and-data/moduleId/1782/id/419/controller/Admin/action/Results.",,,,,,,
267,"Eckstein, D., V. Künzel, L. Schäfer and M. Winges, 2019: Global climate risk index 2020: Who Suffers Most from Extreme Weather Events? Weather-Related Loss Events in 2018 and 1999 to 2018. 20, Germanwatch e. V., Briefing Paper ed., Bonn, 44 pp. Available at: https://germanwatch.org/sites/default/ files/20-2-01e%20Global%20Climate%20Risk%20Index%202020_14.pdf.",,,,,,,
268,"Eklöw, K. and F. Krampe, 2019: Climate-related security risks and peacebuilding in Somalia. SIPRI Policy Paper, Stockholm International Peace Research Institute (SIPRI), Institute, S. I. P. R., Solna. Available at: https://www.sipri. org/sites/default/files/2019-10/sipripp53_2.pdf.",,,,,,,
269,"Elbehri, A., J. Elliott and T. Wheele, 2015: Climate change, food security and trade: An overview of global assessments and policy insights. In: Climate change and food systems: global assessments and implications for food security and trade. [Elbehri, A. (ed.)]. Food Agriculture Organization of the United Nations (FAO), Rome, pp. 1-27. ISBN 978-92-5-108699-5.",,,,,,,
270,"Ellis, N. R. and P. Tschakert, 2019: Triple-wins as pathways to transformation? A critical review. Geoforum, 103, 167-170, doi:https://doi.org/10.1016/j. geoforum.2018.12.006.",https://doi.org/10.1016/j.geoforum.2018.12.006,https://linkinghub.elsevier.com/retrieve/pii/S0016718518303609,10.1016/j.geoforum.2018.12.006,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
271,"Eloy, L., S. Hecht, A. Steward and J. Mistry, 2019: Firing up: Policy, politics and polemics under new and old burning regimes. The Geographical Journal, 185(1), 2-9, doi:10.1111/geoj.12293.",https://doi.org/10.1111/geoj.12293,https://onlinelibrary.wiley.com/doi/10.1111/geoj.12293,10.1111/geoj.12293,Publisher link; Couldn't analyze abstract,,,
272,"Emmanuel, R. and A. Loconsole, 2015: Green infrastructure as an adaptation approach to tackling urban overheating in the Glasgow Clyde Valley Region, UK. Landscape and Urban Planning, 138, 71-86, doi:10.1016/j. landurbplan.2015.02.012.",https://doi.org/10.1016/j.landurbplan.2015.02.012,https://linkinghub.elsevier.com/retrieve/pii/S0169204615000432,10.1016/j.landurbplan.2015.02.012,Publisher link; Analyzed abstract; Exported the abstract,0,5,0
273,"England, M. I. et al., 2018: Climate change adaptation and cross-sectoral policy coherence in southern Africa. Regional Environmental Change, 18(7), 2059- 2071, doi:https://doi.org/10.1007/s10113-018-1283-0.",https://doi.org/10.1007/s10113-018-1283-0,https://link.springer.com/article/10.1007/s10113-018-1283-0,10.1007/s10113-018-1283-0,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
274,"Enqvist, J. P. and G. Ziervogel, 2019: Water governance and justice in cape town: An overview. Wiley Interdisciplinary Reviews: Water, 6, e1354, doi:https:// doi.org/10.1002/wat2.1354.",https://doi.org/10.1002/wat2.1354,https://onlinelibrary.wiley.com/doi/10.1002/wat2.1354,10.1002/wat2.1354,Publisher link; Couldn't analyze abstract,,,
275,"Ensor, J. and B. Harvey, 2015: Social learning and climate change adaptation: evidence for international development practice. Wiley Interdisciplinary Reviews: Climate Change, 6(5), 509-522, doi:10.1002/wcc.348.",https://doi.org/10.1002/wcc.348,https://onlinelibrary.wiley.com/doi/10.1002/wcc.348,10.1002/wcc.348,Publisher link; Couldn't analyze abstract,,,
276,"Ensor, J. E., S. E. Park, E. T. Hoddy and B. D. Ratner, 2015: A rights-based perspective on adaptive capacity. Global Environmental Change, 31, 38-49, doi:https://doi.org/10.1016/j.gloenvcha.2014.12.005.",https://doi.org/10.1016/j.gloenvcha.2014.12.005,https://linkinghub.elsevier.com/retrieve/pii/S0959378014002039,10.1016/j.gloenvcha.2014.12.005,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
277,"Eriksen, C. et al., 2020: Rethinking the interplay between affluence and vulnerability to aid climate change adaptive capacity. Climatic Change, 162, 25-39, doi:https://doi.org/10.1007/s10584-020-02819-x.",https://doi.org/10.1007/s10584-020-02819-x,https://link.springer.com/article/10.1007/s10584-020-02819-x,10.1007/s10584-020-02819-x,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
278,"Eriksen, S. et al., 2011: When not every response to climate change is a good one: Identifying principles for sustainable adaptation. Climate and Development, 3(1), 7-20, doi:10.3763/cdev.2010.0060.",https://doi.org/10.3763/cdev.2010.0060,https://www.tandfonline.com/doi/abs/10.3763/cdev.2010.0060,10.3763/cdev.2010.0060,Publisher link; Analyzed abstract; Exported the abstract,0,2,1
279,"Eriksen, S. et al., 2021: Adaptation interventions and their effect on vulnerability in developing countries: help, hindrance or irrelevance? World Development, 141, 105383, doi:https://doi.org/10.1016/j.worlddev.2020.105383.",https://doi.org/10.1016/j.worlddev.2020.105383,https://linkinghub.elsevier.com/retrieve/pii/S0305750X20305118,10.1016/j.worlddev.2020.105383,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
280,"Eriksen, S. H., A. J. Nightingale and H. Eakin, 2015: Reframing adaptation: The political nature of climate change adaptation. Global Environmental Change, 35, 523-533, doi:https://doi.org/10.1016/j.gloenvcha.2015.09.014. Erman, A. et al., 2019: Wading out the storm: The role of poverty in exposure, vulnerability and resilience to floods in Dar Es Salaam. Policy Research Working Paper, The World Bank, Washington, DC., 8976 pp. Available at:",https://doi.org/10.1016/j.gloenvcha.2015.09.014,https://linkinghub.elsevier.com/retrieve/pii/S0959378015300509,10.1016/j.gloenvcha.2015.09.014,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
281,"Escarcha, J. F., J. A. Lassa, E. P. Palacpac and K. K. Zander, 2020: Livelihoods transformation and climate change adaptation: The case of smallholder water buffalo farmers in the Philippines. Environmental Development, 33, 100468, doi:https://doi.org/10.1016/j.envdev.2019.100468.",https://doi.org/10.1016/j.envdev.2019.100468,https://linkinghub.elsevier.com/retrieve/pii/S221146451830352X,10.1016/j.envdev.2019.100468,Publisher link; Analyzed abstract; Exported the abstract,0,2,0
282,"Escobar, H., 2019: Amazon fires clearly linked to deforestation, scientists say. Science, 365(6456), 853, doi:https://doi.org/10.1126/science.365.6456.853. Eugenio, E. A. et al., 2016: Adaptive capacity of Philippine communities vulnerable to flash floods and landslides: assessing loss and damage from typhoon Bopha in Eastern Mindanao. International Journal of Sustainable Development & World Ecology, 19(3), 279-314, doi:https://doi.org/10.1504/",https://doi.org/10.1126/science.365.6456.853,https://www.science.org/doi/10.1126/science.365.6456.853,10.1126/science.365.6456.853,Publisher link; Couldn't analyze abstract,,,
283,"Evans, L. S. et al., 2016: Structural and psycho-social limits to climate change adaptation in the Great Barrier Reef Region. PloS one, 11(3), e0150575, doi:https://doi.org/10.1371/journal.pone.0150575.",https://doi.org/10.1371/journal.pone.0150575,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0150575,10.1371/journal.pone.0150575,Publisher link; Couldn't analyze abstract,,,
284,"Evers, J. and A. Pathirana, 2018: Adaptation to climate change in the Mekong River Basin: introduction to the special issue. Climatic Change, 419, 1-11, doi:https://doi.org/10.1007/s10584-018-2242-y.",https://doi.org/10.1007/s10584-018-2242-y,https://link.springer.com/article/10.1007/s10584-018-2242-y,10.1007/s10584-018-2242-y,Publisher link; Analyzed abstract; Exported the abstract,0,1,1
285,"Ezeh, A. et al., 2017: The history, geography, and sociology of slums and the health problems of people who live in slums. The lancet, 389(10068), 547- 558, doi:https://doi.org/10.1016/s0140-6736(16)31650-6.",https://doi.org/10.1016/S0140-6736(16)31650-6,https://linkinghub.elsevier.com/retrieve/pii/S0140673616316506,10.1016/S0140-6736(16)31650-6,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
286,"Fang, J. et al., 2019: Natural disasters, climate change, and their impact on inclusive wealth in G20 countries. Environmental Science and Pollution Research, 26(2), 1455-1463, doi:https://doi.org/10.1007/s11356-018-3634-2. Fankhauser, S., 2017: Adaptation to Climate Change. Annual Review of Resource Economics, 9, 209-230, doi:https://doi.org/10.1146/annurev-",https://doi.org/10.1007/s11356-018-3634-2,https://link.springer.com/article/10.1007/s11356-018-3634-2,10.1007/s11356-018-3634-2,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
287,"Fankhauser, S. and T. K. J. McDermott, 2014: Understanding the adaptation deficit: Why are poor countries more vulnerable to climate events than rich countries? Global Environmental Change, 27, 9-18, doi:doi.org/10.1016/j. gloenvcha.2014.04.014.",https://doi.org/10.1016/j.gloenvcha.2014.04.014,https://linkinghub.elsevier.com/retrieve/pii/S0959378014000806,10.1016/j.gloenvcha.2014.04.014,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
288,"FAO, 2017: Climate Smart Agriculture Source Book, 2nd ed., Food and Agriculture Organization of the United Nations (FAO), Rome, 56 pp. ISBN 978-92-5-109988-9.",,,,,,,
289,"FAO, 2018: Mongolia, Impact of Early Warning Early Action: Protecting the livelihoods of herders from a dzud winter. Food and Agriculture Organization (FAO), Food and O. Agriculture, Rome, 32 pp. Available at: http://www.fao. org/3/ca2181en/CA2181EN.pdf (accessed 15-03-2021).",,,,,,,
290,"FAO, 2020: Addressing inequality in times of COVID-19. Policy Brief, Food and Agriculture Organization of the United Nations (FAO), Rome, 11 pp. Available at: http://www.fao.org/3/ca8843en/CA8843EN.pdf.",,,,,,,
291,"Fayazi, M., I.-A. Bisson and E. Nicholas, 2020: Barriers to climate change adaptation in indigenous communities: A case study on the mohawk community of Kanesatake, Canada. International Journal of Disaster Risk Reduction, 49, 101750, doi:doi.org/10.1016/j.ijdrr.2020.101750.",https://doi.org/10.1016/j.ijdrr.2020.101750,https://linkinghub.elsevier.com/retrieve/pii/S2212420920301503,10.1016/j.ijdrr.2020.101750,Publisher link; Analyzed abstract; Exported the abstract,2,0,0
292,"Fekete, A., 2019: Social Vulnerability (Re-)Assessment in Context to Natural Hazards: Review of the Usefulness of the Spatial Indicator Approach and Investigations of Validation Demands. International Journal of Disaster Risk Science, 10(2), 220-232, doi:10.1007/s13753-019-0213-1.",https://doi.org/10.1007/s13753-019-0213-1,https://link.springer.com/article/10.1007/s13753-019-0213-1,10.1007/s13753-019-0213-1,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
293,"Feldmeyer, D. et al., 2021: Global vulnerability hotspots: differences and agreement between international indicator-based assessments. Climatic Change,(In press), doi:10.1007/s10584-021-03203-z",https://doi.org/10.1007/s10584-021-03203-z,https://link.springer.com/article/10.1007/s10584-021-03203-z,10.1007/s10584-021-03203-z,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
294,"Feldmeyer, D., J. Birkmann and T. Welle, 2017: Development of Human Vulnerability 2012-2017. Journal of Extreme Events, 4(04), 1850005, doi:https://doi.org/10.1142/S2345737618500057.",https://doi.org/10.1142/S2345737618500057,https://www.worldscientific.com/doi/abs/10.1142/S2345737618500057,10.1142/S2345737618500057,Publisher link; Couldn't analyze abstract,,,
295,"Fellows, M. et al., 2020: They Are not Numbers. They Are Lives! COVID-19 threatens indigenous peoples in the Brazilian Amazon. Amazon Environmental Research Institute (IPAM) Coordination of the Indigenous Organizations of the Brazilian Amazon (COIAB), 22 pp. Available at: https://ds.saudeindigena.icict.fiocruz.br/bitstream/bvs/2806/1/Fellows%20 et%20al.%20-%202020%20-%20They%20Are%20not%20Numbers.%20 They%20Are%20Lives%21%20COVID-19%20thr.pdf.",,,,,,,
296,"Ferrante, L. and P. M. Fearnside, 2019: Brazil's new president and 'ruralists' threaten Amazonia's environment, traditional peoples and the global climate. Environmental Conservation, 46(4), 261-263, doi:https://doi. org/10.1017/S0376892919000213.",https://doi.org/10.1017/S0376892919000213,https://www.cambridge.org/core/journals/environmental-conservation/article/brazils-new-president-and-ruralists-threaten-amazonias-environment-traditional-peoples-and-the-global-climate/F5C1E42BF9F6E6BDDB957B87601FC4F7,10.1017/S0376892919000213,Publisher link; Couldn't analyze abstract,,,
297,"Few, R. et al., 2017: Transformation, adaptation and development: relating concepts to practice. Palgrave Communications, 3, doi:doi.org/10.1057/ palcomms.2017.92.",https://doi.org/10.1057/palcomms.2017.92,https://www.nature.com/articles/palcomms201792,10.1057/palcomms.2017.92,Publisher link; Couldn't analyze abstract,,,
298,"FFP, 2020: Fragile State Index: Annual Report 2020. The Fund for Peace, Washington, D.C. Available at: https://fragilestatesindex.org/wp-content/ uploads/2020/05/fsi2020-report.pdf.",,,,,,,
299,"Fielding, J. L., 2018: Flood risk and inequalities between ethnic groups in the floodplains of England and Wales. Disasters, 42(1), 101-123, doi:https://doi. org/10.1111/disa.12230.",https://doi.org/10.1111/disa.12230,https://onlinelibrary.wiley.com/doi/10.1111/disa.12230,10.1111/disa.12230,Publisher link; Couldn't analyze abstract,,,
300,"Filkov, A. I. et al., 2020: Impact of Australia's catastrophic 2019/20 bushfire season on communities and environment. Retrospective analysis and current trends. Journal of Safety Science and Resilience, 1(1), 44-56, doi:https://doi. org/10.1016/j.jnlssr.2020.06.009.",https://doi.org/10.1016/j.jnlssr.2020.06.009,https://linkinghub.elsevier.com/retrieve/pii/S2666449620300098,10.1016/j.jnlssr.2020.06.009,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
301,"Finkbeiner, E. M. et al., 2018: Exploring trade-offs in climate change response in the context of Pacific Island fisheries. Marine Policy, 88, 359-364, doi:https:// doi.org/10.1016/j.marpol.2017.09.032.",https://doi.org/10.1016/j.marpol.2017.09.032,https://linkinghub.elsevier.com/retrieve/pii/S0308597X17301872,10.1016/j.marpol.2017.09.032,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
302,"Fischel de Andrade, J. H. and A. de Lima Madureira, 2021: Protection in Natural Disasters: the response to Cyclone Idai in Mozambique. Journal of Refugee Studies, feab056, doi:https://doi.org/10.1093/jrs/feab056.",https://doi.org/10.1093/jrs/feab056,https://academic.oup.com/jrs/article/35/1/686/6325614,10.1093/jrs/feab056,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
303,"Fisher, S. and D. Dodman, 2019: Urban climate change adaptation as social learning: Exploring the process and politics. Environmental Policy and Governance, 29(3), 235-247, doi:https://doi.org/10.1002/eet.1851.",https://doi.org/10.1002/eet.1851,https://onlinelibrary.wiley.com/doi/10.1002/eet.1851,10.1002/eet.1851,Publisher link; Couldn't analyze abstract,,,
304,"Flavell, A., S. Melde and A. Milan, 2020: Migration, environment and climate change: Impacts Second report in the ""Migration, environment and climate change"" series. Migration, environment and climate change, Global Migration Data Analysis Centre (GMDAC) International Organization for Migration (IOM), Agency, G. E., Dessau-Roßlau. Available at: http://www.umweltbundesamt.de/ publikationen.",,,,,,,
305,"Fleischman, F. et al., 2020: Pitfalls of tree planting show why we need people- centered natural climate solutions. BioScience, 70(11), 947-950, doi:https:// doi.org/10.1093/biosci/biaa094.",https://doi.org/10.1093/biosci/biaa094,https://academic.oup.com/bioscience/advance-article/doi/10.1093/biosci/biaa094/5903754,10.1093/biosci/biaa094,Publisher link; Couldn't analyze abstract,,,
306,"Ford, A., R. Dawson, P. Blythe and S. Barr, 2018: Land-use transport models for climate change mitigation and adaptation planning. Journal of Transport and Land Use, 11(1), 83-101, doi:https://doi.org/10.5198/jtlu.2018.1209.",https://doi.org/10.5198/jtlu.2018.1209,https://www.jtlu.org/index.php/jtlu/article/view/1209,10.5198/jtlu.2018.1209,Publisher link; Couldn't analyze abstract,,,
307,"Ford, J. D. et al., 2016: Including indigenous knowledge and experience in IPCC assessment reports. Nature Climate Change, 6(4), 349, doi:https://doi. org/10.1038/nclimate2954.",https://doi.org/10.1038/nclimate2954,https://www.nature.com/articles/nclimate2954,10.1038/nclimate2954,Publisher link; Couldn't analyze abstract,,,
308,"Ford, J. D., G. McDowell and T. Pearce, 2015: The adaptation challenge in the Arctic. Nature Climate Change, 5(12), 1046-1053, doi:https://doi. org/10.1038/nclimate2723.",https://doi.org/10.1038/nclimate2723,https://www.nature.com/articles/nclimate2723,10.1038/nclimate2723,Publisher link; Couldn't analyze abstract,,,
309,"Formetta, G. and L. Feyen, 2019: Empirical evidence of declining global vulnerability to climate-related hazards. Global Environmental Change, 57, 101920, doi:https://doi.org/10.1016/j.gloenvcha.2019.05.004.",https://doi.org/10.1016/j.gloenvcha.2019.05.004,https://linkinghub.elsevier.com/retrieve/pii/S0959378019300378,10.1016/j.gloenvcha.2019.05.004,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
310,"Forster, P. M. et al., 2020: Current and future global climate impacts resulting from COVID-19. Nature Climate Change, 10, 913-919, doi:https://doi. org/10.1038/s41558-020-0883-0.",https://doi.org/10.1038/s41558-020-0883-0,https://www.nature.com/articles/s41558-020-0883-0,10.1038/s41558-020-0883-0,Publisher link; Couldn't analyze abstract,,,
311,"Forzieri, G. et al., 2016: Multi-hazard assessment in Europe under climate change. Climatic Change, 137(1-2), 105-119, doi:https://doi.org/10.1007/ s10584-016-1661-x.",https://doi.org/10.1007/s10584-016-1661-x,https://link.springer.com/article/10.1007/s10584-016-1661-x,10.1007/s10584-016-1661-x,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
312,"Frame, B. et al., 2018: Adapting global shared socio-economic pathways for national and local scenarios. Climate Risk Management, 21, 39-51, doi:10.1016/j.crm.2018.05.001.",https://doi.org/10.1016/j.crm.2018.05.001,https://linkinghub.elsevier.com/retrieve/pii/S2212096318300469,10.1016/j.crm.2018.05.001,Publisher link; Analyzed abstract; Exported the abstract,0,5,0
313,"Frankenberg, E. et al., 2013: Education, Vulnerability, and Resilience after a Natural Disaster. Ecology and Society, 18(2), 16, doi:10.5751/es-05377- 180216.",https://doi.org/10.5751/ES-05377-180216,https://www.ecologyandsociety.org/vol18/iss2/art16/,10.5751/ES-05377-180216,Publisher link; Couldn't analyze abstract,,,
314,"Frantzeskaki, N. et al., 2019: Nature-Based Solutions for Urban Climate Change Adaptation: Linking Science, Policy, and Practice Communities for Evidence-Based Decision-Making. BioScience, 69(6), 455-466, doi:https:// doi.org/10.1093/biosci/biz042.",https://doi.org/10.1093/biosci/biz042,https://academic.oup.com/bioscience/article/69/6/455/5492440,10.1093/biosci/biz042,Publisher link; Analyzed abstract; Exported the abstract,0,0,3
315,"Fraser, T., D. P. Aldrich and A. Small, 2021: Seawalls or social recovery? The role of policy networks and design in disaster recovery. Global Environmental Change, 70, 102342, doi:https://doi.org/10.1016/j.gloenvcha.2021.102342. Friedman, R., M. A. Hirons and E. Boyd, 2019: Vulnerability of Ghanaian women cocoa farmers to climate change: a typology. Climate and Development,",https://doi.org/10.1016/j.gloenvcha.2021.102342,https://linkinghub.elsevier.com/retrieve/pii/S0959378021001217,10.1016/j.gloenvcha.2021.102342,Publisher link; Analyzed abstract; Exported the abstract,0,1,0
316,"Fritzell, J., J. Rehnberg, J. B. Hertzman and J. Blomgren, 2015: Absolute or relative? A comparative analysis of the relationship between poverty and mortality. International journal of public health, 60(1), 101-110, doi:https:// doi.org/10.1007/s00038-014-0614-2.",https://doi.org/10.1007/s00038-014-0614-2,https://link.springer.com/article/10.1007/s00038-014-0614-2,10.1007/s00038-014-0614-2,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
317,"Frose, R. and J. Schiling, 2019: The Nexus of Climate Change, Land Use, and Conflicts. Current Climate Change Reports, 5(1), 24-35, doi:https://doi. org/10.1007/s40641-019-00122-1.",https://doi.org/10.1007/s40641-019-00122-1,https://link.springer.com/article/10.1007/s40641-019-00122-1,10.1007/s40641-019-00122-1,Publisher link; Analyzed abstract; Exported the abstract,0,0,0
318,"Fussell, E., 2015: The long-term recovery of New Orleans' population after Hurricane Katrina. American Behavioral Scientist, 59(10), 1231-1245, doi:https://dx.doi.org/10.1177%2F0002764215591181.",https://doi.org/10.1177/0002764215591181,https://journals.sagepub.com/doi/10.1177/0002764215591181,10.1177/0002764215591181,Publisher link; Couldn't analyze abstract,,,
