,ref,doi,pub_link,doi_short,meta,indigenous,local,knowledge
144,"D. Holm, K. Kapiris, S. Kuikka, and B. Mortensen, 2010: Risk identification and perception in the fisheries sector: comparisons between the Faroes, Greece, Iceland and UK. Marine Policy, 34(6), 1249-1260.",https://doi.org/10.1016/j.marpol.2010.05.002,https://linkinghub.elsevier.com/retrieve/pii/S0308597X10000989,10.1016/j.marpol.2010.05.002,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
145,"Dabelko, G.D., 2009: Planning for climate change: the security community's precautionary principle. Climatic Change, 96(1), 13-21.",https://doi.org/10.1007/s10584-009-9639-6,https://link.springer.com/article/10.1007/s10584-009-9639-6,10.1007/s10584-009-9639-6,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
146,"Dalby, S., 2009: Security and Environmental Change. Polity Press, Cambridge, UK, and Malden, MA, USA, 197 pp.",,,,,,,
147,"Dalby, S., 2013: Climate change, The RUSI Journal, 158(3), 34-43.",https://doi.org/10.1080/03071847.2013.807583,https://www.tandfonline.com/doi/full/10.1080/03071847.2013.807583,10.1080/03071847.2013.807583,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
148,"Dannevig H., T. Rauken, and G. Hovelsrud, 2012: Implementing adaptation to climate change at the local level. Local Environment: The International Journal of Justice and Sustainability, 17 (6-7), 597-611.",https://doi.org/10.1080/13549839.2012.678317,https://www.tandfonline.com/doi/full/10.1080/13549839.2012.678317,10.1080/13549839.2012.678317,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
149,"Dauvergne, P. and K.J. Neville, 2010: Forests, food, and fuel in the tropics: the uneven social and ecological consequences of the emerging political economy of biofuels. Journal of Peasant Studies, 37(4), 631-660.",https://doi.org/10.1080/03066150.2010.512451,https://www.tandfonline.com/doi/full/10.1080/03066150.2010.512451,10.1080/03066150.2010.512451,Publisher link; Analyzed abstract; Couldn't export the abstract,1,0,0
150,"Davidson, D.J., T. Williamson, and J.R. Parkins, 2003: Understanding climate change risk and vulnerability in northern forest-based communities. Canadian Journal of Forest Research, 33(11), 2252-2261.",https://doi.org/10.1139/x03-138,http://nrc-prod.literatumonline.com/doi/10.1139/x03-138,10.1139/x03-138,Publisher link; Couldn't analyze abstract,,,
151,"de Moel, H., J.C.J.H. Aerts, and E. Koomen, 2011: Development of flood exposure in the Netherlands during the 20th and 21st century. Global Environmental Change, 21(2), 620-627.",https://doi.org/10.1016/j.gloenvcha.2010.12.005,https://linkinghub.elsevier.com/retrieve/pii/S0959378010001184,10.1016/j.gloenvcha.2010.12.005,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
152,"de Sherbinin, A., L.K. VanWey, K. McSweeney, R. Aggarwal, A. Barbieri, S. Henry, L.M. Hunter, W. Twine, and R. Walker, 2008: Rural household demographics, livelihoods and the environment. Global Environmental Change, 18(1), 38- 53.",https://doi.org/10.1016/j.gloenvcha.2007.05.005,https://linkinghub.elsevier.com/retrieve/pii/S0959378007000398,10.1016/j.gloenvcha.2007.05.005,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
153,"de Sherbinin, A., M. Castro, F. Gemenne, M. Cernea, S. Adamo, P. Fearnside, G. Krieger,",,,,,,,
154,"de Sherbinin,A., M. Levy, S.Adamo, K. MacManus, G.Yetman,V. Mara, L. Razafindrazay,",,,,,,,
155,"De Stefano, L., J. Duncan, S. Dinar, K. Stahl, K.M. Strzepek, and A.T. Wolf, 2012: Climate change and the institutional resilience of international river basins. Journal of Peace Research, 49(1), 193-209.",https://doi.org/10.1177/0022343311427416,https://journals.sagepub.com/doi/10.1177/0022343311427416,10.1177/0022343311427416,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
156,"De Stefano, L., P. Edwards, L. De Silva, and A.T. Wolf, 2010: Tracking cooperation and conflict in international basins: historic and recent trends. Water Policy, 12(6), 871-884.",https://doi.org/10.2166/wp.2010.137,https://iwaponline.com/wp/article/12/6/871/19616/Tracking-cooperation-and-conflict-in-international,10.2166/wp.2010.137,Publisher link; Couldn't analyze abstract,,,
157,"de Waal, A., 1993: War and famine in Africa. IDS Bulletin, 24(4), 33-40.",https://doi.org/10.1111/j.1759-5436.1993.mp24004004.x,https://onlinelibrary.wiley.com/resolve/doi?DOI=10.1111/j.1759-5436.1993.mp24004004.x,10.1111/j.1759-5436.1993.mp24004004.x,Publisher link; Couldn't analyze abstract,,,
158,"De Weijer, F., 2007: Afghanistan's kuchi pastoralists: change and adaptation.",https://doi.org/10.3167/np.2007.110102,https://www.ingentaconnect.com/content/whp/nomp/2007/00000011/00000001/art00002;jsessionid=4j5l3buob1d80.x-ic-live-01,10.3167/np.2007.110102,Publisher link; Couldn't analyze abstract,,,
159,"Deligiannis, T., 2012: The evolution of environment-conflict research: toward a livelihood framework. Global Environmental Politics, 12(1), 78-100.",https://doi.org/10.1162/GLEP_a_00098,https://direct.mit.edu/glep/article/12/1/78-100/14550,10.1162/GLEP_a_00098,Publisher link; Analyzed abstract; Couldn't export the abstract,0,2,0
160,"Dellapena, J.W. and J. Gupta (eds.), 2009: The Evolution of the Law and Politics of Water. Springer Science, Dordrecht, Netherlands, 413 pp.",,,,,,,
161,"DeMenocal, P.B., 2001: Cultural responses to climate change during the late Holocene. Science, 292(5517), 667-673.",https://doi.org/10.1126/science.1059827,https://www.science.org/doi/10.1126/science.1059827,10.1126/science.1059827,Publisher link; Couldn't analyze abstract,,,
162,"Deng, L.B., 2008: Are non-poor households always less vulnerable? The case of households exposed to protracted civil war in Southern Sudan. Disasters, 32(3), 377-398.",https://doi.org/10.1111/j.1467-7717.2008.01045.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7717.2008.01045.x,10.1111/j.1467-7717.2008.01045.x,Publisher link; Couldn't analyze abstract,,,
163,"Deng, L.B., 2010a: Livelihood diversification and civil war: Dinka communities in Sudan's civil war. Journal of Eastern African Studies, 4(3), 381-399.",https://doi.org/10.1080/17531055.2010.517406,https://www.tandfonline.com/doi/full/10.1080/17531055.2010.517406,10.1080/17531055.2010.517406,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
164,"Deng, L.B., 2010b: Social capital and civil war: the Dinka communities in Sudan's civil war. African Affairs, 109(435), 231-250.",https://doi.org/10.1093/afraf/adq001,https://academic.oup.com/afraf/article-lookup/doi/10.1093/afraf/adq001,10.1093/afraf/adq001,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
165,"Dercon, S. (ed.), 2004: Insurance against Poverty. Oxford University Press, Oxford, UK and New York, NY, USA, 465 pp.",https://doi.org/10.1093/0199276838.001.0001,https://oxford.universitypressscholarship.com/view/10.1093/0199276838.001.0001/acprof-9780199276837,10.1093/0199276838.001.0001,Publisher link; Couldn't analyze abstract,,,
166,"Deressa, T.T. and R.M. Hassan, 2009: Economic impact of climate change on crop production in Ethiopia: evidence from cross-section measures. Journal of African Economies, 18(4), 529-554.",https://doi.org/10.1093/jae/ejp002,https://academic.oup.com/jae/article-lookup/doi/10.1093/jae/ejp002,10.1093/jae/ejp002,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
167,"Dersken, C., S.L. Smith, M. Sharp, L. Brown, S. Howell, L. Copeland, D.R. Mueller, Y. Gauthier, C.G. Fletcher, A. Tivy, M. Bernier, J. Bourgeois, R. Brown, C.R. Burn, C. Duguay, P. Kushner, A. Langlois, A.G. Lewkowicz, A. Royer, and A. Walker, 2012: Variability and change in the Canadian cyrosphere. Climatic Change, 115 (1), 59-88.",https://doi.org/10.1007/s10584-012-0470-0,https://link.springer.com/article/10.1007/s10584-012-0470-0,10.1007/s10584-012-0470-0,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
168,"Deshingkar, P., 2012: Environmental risk, resilience and migration: implications for natural resource management and agriculture. Environmental Research Letters 7(1), 015603, doi:10.1088/1748-9326/7/1/015603.",https://doi.org/10.1088/1748-9326/7/1/015603,https://validate.perfdrive.com/?ssa=46026179-6e94-4bde-9af5-e428f93771f2&ssb=52733277848&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2F7%2F1%2F015603&ssi=408fe49e-8427-483b-84d9-44b81450ad2b&ssk=support@shieldsquare.com&ssm=15434265928474469105637771205994&ssn=404864b4c93aacf1940a8959c4378f835783e0011236-6897-4f12-b0c44a&sso=f95855b8-6d2fbb44d184c5419a1a523963d9aa1285fcce5635d6c36f&ssp=99157414351659159736165917886758080&ssq=44954591957242994796919572289055613089888&ssr=MTMxLjEwNC4yMy45NA==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/7/1/015603,Publisher link; Couldn't analyze abstract,,,
169,"Desta, S. and D.L. Coppock, 2004: Pastoralism under pressure: tracking system change in southern Ethiopia. Human Ecology, 32(4), 465-486.",https://doi.org/10.1023/B:HUEC.0000043516.56037.6b,https://link.springer.com/article/10.1023/B:HUEC.0000043516.56037.6b,10.1023/B:HUEC.0000043516.56037.6b,Publisher link; Analyzed abstract; Couldn't export the abstract,0,2,0
170,"Detraz, N., 2009: Environmental security and gender: necessary shifts in an evolving debate. Security Studies, 18(2), 345-369.",https://doi.org/10.1080/09636410902899933,https://www.tandfonline.com/doi/full/10.1080/09636410902899933,10.1080/09636410902899933,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
171,"Dinar, S., A. Dinar, and P. Kurukulasuriya, 2011: Scarcity and cooperation along international rivers: an empirical assessment of bilateral treaties. International Studies Quarterly, 55(3), 809-833.",https://doi.org/10.1111/j.1468-2478.2011.00671.x,https://academic.oup.com/isq/article-lookup/doi/10.1111/j.1468-2478.2011.00671.x,10.1111/j.1468-2478.2011.00671.x,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
172,"Dixon, J., 2009: What causes civil wars? Integrating quantitative research findings.",https://doi.org/10.1111/j.1468-2486.2009.00892.x,https://academic.oup.com/isr/article-lookup/doi/10.1111/j.1468-2486.2009.00892.x,10.1111/j.1468-2486.2009.00892.x,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
173,"Docherty, B. and T. Giannini, 2009: Confronting a rising tide: a proposal for a convention on climate change refugees. Harvard Environmental Law Review, 33(2), 349-403.",,,,,,,
174,"Doherty, T.J. and S. Clayton, 2011: The psychological impacts of global climate change. American Psychologist, 66(4), 265-276.",https://doi.org/10.1037/a0023141,http://doi.apa.org/getdoi.cfm?doi=10.1037/a0023141,10.1037/a0023141,Publisher link; Couldn't analyze abstract,,,
175,"Downing, T.E., 2002: Linking sustainable livelihoods and global climate change in vulnerable food systems. Die Erde, 133(4), 363-378.",,,,,,,
176,"Drimie, S. and S. Gillespie, 2010: Adaptation to climate change in Southern Africa: factoring in AIDS. Environmental Science and Policy, 13(8), 778-784.",https://doi.org/10.1016/j.envsci.2010.07.003,https://linkinghub.elsevier.com/retrieve/pii/S1462901110000882,10.1016/j.envsci.2010.07.003,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
177,"Duarte, C.M., T.M. Lenton, P. Wadhams, and P. Wassmann, 2012: Abrupt climate change in the Arctic. Nature Climate Change, 2(2), 60-62.",https://doi.org/10.1038/nclimate1386,https://www.nature.com/articles/nclimate1386,10.1038/nclimate1386,Publisher link; Couldn't analyze abstract,,,
178,"Duffy, R., 2002: Peace parks: the paradox of globalisation? Geopolitics, 6(2), 1-26, doi:10.1080/14650040108407715.",https://doi.org/10.1080/14650040108407715,https://www.tandfonline.com/doi/abs/10.1080/14650040108407715,10.1080/14650040108407715,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
179,"Dumaru, P., 2010: Community-based adaptation: enhancing community adaptive capacity in Druadrua Island, Fiji. Wiley Interdisciplinary Reviews: Climate Change, 1(5), 751-763.",https://doi.org/10.1002/wcc.65,https://onlinelibrary.wiley.com/doi/10.1002/wcc.65,10.1002/wcc.65,Publisher link; Couldn't analyze abstract,,,
180,"Dun, O., 2011: Migration and displacement triggered by floods in the Mekong Delta.",https://doi.org/10.1111/j.1468-2435.2010.00646.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2435.2010.00646.x,10.1111/j.1468-2435.2010.00646.x,Publisher link; Couldn't analyze abstract,,,
181,"Eakin, H., K. Benessaiah, J. Barrera, G. Cruz-Bello, and H. Morales, 2012: Livelihoods and landscapes at the threshold of change: disaster and resilience in a Chiapas coffee community. Regional Environmental Change, 12(3), 475-488.",https://doi.org/10.1007/s10113-011-0263-4,https://link.springer.com/article/10.1007/s10113-011-0263-4,10.1007/s10113-011-0263-4,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,2
182,"Ebinger, C.K. and E. Zambetakis, 2009: The geopolitics of Arctic melt. International Affairs, 85, 1215-1232.",https://doi.org/10.1111/j.1468-2346.2009.00858.x,https://academic.oup.com/ia/article-lookup/doi/10.1111/j.1468-2346.2009.00858.x,10.1111/j.1468-2346.2009.00858.x,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
183,"Eboli, F., R. Parrado, and R. Roson, 2010: Climate-change feedback on economic growth: explorations with a dynamic general equilibrium model. Environment and Development Economics, 15(5), 515-533.",https://doi.org/10.1017/S1355770X10000252,https://www.cambridge.org/core/journals/environment-and-development-economics/article/climatechange-feedback-on-economic-growth-explorations-with-a-dynamic-general-equilibrium-model/0E566951D07448F63D251103FB846E81,10.1017/S1355770X10000252,Publisher link; Couldn't analyze abstract,,,
184,"Eira, I.M.G., C. Jaedicke, O.H. Magga, N.G. Maynard, D. Vikhamar-Schuler, and S.D. Mathiesen, 2013: Traditional Sámi snow terminology and physical snow classification - two ways of knowing. Cold Regions Science and Technology, 85, 117-130.",https://doi.org/10.1016/j.coldregions.2012.09.004,https://linkinghub.elsevier.com/retrieve/pii/S0165232X12001863,10.1016/j.coldregions.2012.09.004,Publisher link; Analyzed abstract; Couldn't export the abstract,0,3,1
185,"Ellemor, H., 2005: Reconsidering emergency management and indigenous communities in Australia. Global Environmental Change Part B: Environmental Hazards, 6(1), 1-7.",https://doi.org/10.1016/j.hazards.2004.08.001,https://www.tandfonline.com/doi/abs/10.1016/j.hazards.2004.08.001,10.1016/j.hazards.2004.08.001,Publisher link; Analyzed abstract; Couldn't export the abstract,4,3,1
186,"Elliott, J.R. and J. Pais, 2006: Race, class, and Hurricane Katrina: social differences in human responses to disaster. Social Science Research, 35(2), 295-321.",https://doi.org/10.1016/j.ssresearch.2006.02.003,https://linkinghub.elsevier.com/retrieve/pii/S0049089X06000135,10.1016/j.ssresearch.2006.02.003,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
187,"Ellis, F., 2000: Rural Livelihoods and Diversity in Developing Countries. Oxford University Press, Oxford, UK and New York, NY, USA, 273 pp.",,,,,,,
188,"Emperaire, L. and N. Peroni, 2007: Traditional management of agrobiodiversity in Brazil: a case study of manioc. Human Ecology, 35(6), 761-768.",https://doi.org/10.1007/s10745-007-9121-x,https://link.springer.com/article/10.1007/s10745-007-9121-x,10.1007/s10745-007-9121-x,Publisher link; Analyzed abstract; Couldn't export the abstract,0,4,0
189,"Ensor, J. and R. Berger, 2009: Community-based adaptation and culture in theory and practice. In: Adapting to Climate Change: Thresholds, Values and Governance [Adger, W.N., I. Lorenzoni, and K. O'Brien (eds.)]. Cambridge University Press, Cambridge, UK and New York, NY, USA, pp. 227-239.",https://doi.org/10.1017/CBO9780511596667.015,https://www.cambridge.org/core/books/abs/adapting-to-climate-change/communitybased-adaptation-and-culture-in-theory-and-practice/E1B948B92FF292DDDC919C936094DE77,10.1017/CBO9780511596667.015,Publisher link; Couldn't analyze abstract,,,
190,"Eriksen, S. and J. Lind, 2009: Adaptation as a political process: adjusting to drought and conflict in Kenya's drylands. Environmental Management, 43(5), 817- 835.",https://doi.org/10.1007/s00267-008-9189-0,https://link.springer.com/article/10.1007/s00267-008-9189-0,10.1007/s00267-008-9189-0,Publisher link; Analyzed abstract; Couldn't export the abstract,0,5,0
191,"Eriksen, S., P. Aldunce, C.S. Bahinipati, R.D.A. Martins, J.I. Molefe, C. Nhemachena, K. O'Brien, F. Olorunfemi, J. Park, and L. Sygna, 2011:When not every response to climate change is a good one: identifying principles for sustainable adaptation. Climate and Development, 3, 7-20.",https://doi.org/10.3763/cdev.2010.0060,https://www.tandfonline.com/doi/abs/10.3763/cdev.2010.0060,10.3763/cdev.2010.0060,Publisher link; Analyzed abstract; Couldn't export the abstract,0,2,1
192,"Fairhead, J., M. Leach, and I. Scoones, 2012: Green grabbing: a new appropriation of nature? Journal of Peasant Studies, 39(2), 237-261.",https://doi.org/10.1080/03066150.2012.671770,https://www.tandfonline.com/doi/full/10.1080/03066150.2012.671770,10.1080/03066150.2012.671770,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
193,"Falk, W.W., M.O. Hunt, and L.L. Hunt, 2006: Hurricane Katrina and New Orleanians' sense of place. Du Bois Review, 3(1), 115-128.",https://doi.org/10.1017/S1742058X06060036,https://www.cambridge.org/core/journals/du-bois-review-social-science-research-on-race/article/hurricane-katrina-and-new-orleanians-sense-of-place-return-and-reconstitution-or-gone-with-the-wind/E3D4252B075F8BE5B13C1C74D48A1BBD,10.1017/S1742058X06060036,Publisher link; Couldn't analyze abstract,,,
194,"Farbotko, C. and H. Lazrus, 2012: The first climate refugees? Contesting global narratives of climate change in Tuvalu. Global Environmental Change, 22(2), 382-390.",https://doi.org/10.1016/j.gloenvcha.2011.11.014,https://linkinghub.elsevier.com/retrieve/pii/S0959378011002019,10.1016/j.gloenvcha.2011.11.014,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
195,"Farbotko, C., 2010: Wishful sinking: disappearing islands, climate refugees and cosmopolitan experimentation. Asia Pacific Viewpoint, 51(1), 47-60.",https://doi.org/10.1111/j.1467-8373.2010.001413.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-8373.2010.001413.x,10.1111/j.1467-8373.2010.001413.x,Publisher link; Couldn't analyze abstract,,,
196,"Fazey, I., M. Kesby, A. Evely, I. Latham, D. Wagatora, J. Hagasua, M.S. Reed, and M. Christie, 2010: A three-tiered approach to participatory vulnerability assessment in the Solomon Islands. Global Environmental Change, 20(4), 713-728.",https://doi.org/10.1016/j.gloenvcha.2010.04.011,https://linkinghub.elsevier.com/retrieve/pii/S0959378010000403,10.1016/j.gloenvcha.2010.04.011,Publisher link; Analyzed abstract; Couldn't export the abstract,0,5,0
197,"Feitelson, E., A. Tamimi, and G. Rosenthal, 2012: Climate change and security in the Israeli-Palestinian context. Journal of Peace Research, 49(1), 241-257.",https://doi.org/10.1177/0022343311427575,https://journals.sagepub.com/doi/10.1177/0022343311427575,10.1177/0022343311427575,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
198,"Feng, S., A.B. Krueger, and M. Oppenheimer, 2010: Linkages among climate change, crop yields and Mexico-US cross-border migration. Proceedings of the National Academy of Sciences of the United States of America, 107(32), 14257-14262. Fernández-Giménez, M.E., B. Batkhishig, and B. Batbuyan, 2012: Cross-boundary and cross-level dynamics increase vulnerability to severe winter disasters (dzud)",https://doi.org/10.1073/pnas.1002632107,https://pnas.org/doi/full/10.1073/pnas.1002632107,10.1073/pnas.1002632107,Publisher link; Couldn't analyze abstract,,,
199,"Fernando, N., K. Warner, and J. Birkmann, 2010: Migration and natural hazards: is relocation a secondary disaster or an opportunity for vulnerability reduction? In: Environment, Forced Migration and Social Vulnerability [Afifi, T. and J. Jäger (eds.)]. Springer-Verlag, Berlin, Heidelberg, Germany, pp. 145-156.",https://doi.org/10.1007/978-3-642-12416-7_11,https://link.springer.com/chapter/10.1007/978-3-642-12416-7_11,10.1007/978-3-642-12416-7_11,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
200,"Findley, S.E., 1994: Does drought increase migration? A study of migration from rural Mali during the 1983-1985 drought. International Migration Review, 28(3), 539-553.",https://doi.org/10.1177/019791839402800306,https://journals.sagepub.com/doi/10.1177/019791839402800306,10.1177/019791839402800306,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
201,"Finucane, M.L., 2009: Why science alone won't solve the climate crisis: managing climate risks in the Pacific. AsiaPacific Issues, 89, 1-8.",,,,,,,
202,"Fisher, P.B., 2011: Climate change and human security in Tuvalu. Global Change, Peace & Security, 23(3), 293-313.",https://doi.org/10.1080/14781158.2011.601852,https://www.tandfonline.com/doi/full/10.1080/14781158.2011.601852,10.1080/14781158.2011.601852,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
203,"Fjelde, H. and N. von Uexkull, 2012: Climate triggers: rainfall anomalies, vulnerability and communal conflict in Sub-Saharan Africa. Political Geography, 31(7), 444- 453.",https://doi.org/10.1016/j.polgeo.2012.08.004,https://linkinghub.elsevier.com/retrieve/pii/S0962629812001072,10.1016/j.polgeo.2012.08.004,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
204,"Fleming, J.R., 2010: Fixing the Sky: The Checkered History of Weather and Climate Control. Columbia University Press, New York, NY, USA, 325 pp.",,,,,,,
205,"Flint, C.G., E.S. Robinson, J. Kellogg, G. Ferguson, L. BouFajreldin, M. Dolan, I. Raskin, and M.A. Lila, 2011: Promoting wellness in Alaskan villages: integrating traditional knowledge and science of wild berries. Ecohealth, 8(2), 199-209, doi:10.1007/s10393-011-0707-9.",https://doi.org/10.1007/s10393-011-0707-9,https://link.springer.com/article/10.1007/s10393-011-0707-9,10.1007/s10393-011-0707-9,Publisher link; Analyzed abstract; Couldn't export the abstract,1,2,1
206,"Floyd, R., 2008: The environmental security debate and its significance for climate change. The International Spectator, 43(3), 51-65.",https://doi.org/10.1080/03932720802280602,https://www.tandfonline.com/doi/full/10.1080/03932720802280602,10.1080/03932720802280602,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
207,"Forbes, B.C., 2007: Equity, vulnerability and resilience in social-ecological systems: a contemporary example from the Russian Arctic. In: Equity and the Environment [Freudenburg, W.R. and R. Wilkinson (eds.)]. Elsevier, Oxford, UK, pp. 203- 236.",https://doi.org/10.1016/S0196-1152(07)15006-7,https://www.emerald.com/insight/content/doi/10.1016/S0196-1152(07)15006-7/full/html,10.1016/S0196-1152(07)15006-7,Publisher link; Couldn't analyze abstract,,,
208,"Ford, J.D. and C. Goldhar, 2012: Climate change vulnerability and adaptation in resource dependent communities: a case study from West Greenland. Climate Research, 54, 181-196.",https://doi.org/10.3354/cr01118,https://www.int-res.com/abstracts/cr/v54/n2/p181-196/,10.3354/cr01118,Publisher link; Couldn't analyze abstract,,,
209,"Ford, J.D., B. Smit, J. Wandel, and J. MacDonald, 2006: Vulnerability to climate change in Igloolik, Nunavut: what we can learn from the past and present. Polar Record, 42(2), 127-138.",https://doi.org/10.1017/S0032247406005122,https://www.cambridge.org/core/journals/polar-record/article/vulnerability-to-climate-change-in-igloolik-nunavut-what-we-can-learn-from-the-past-and-present/400059CECDD707CADF6252C62BD20018,10.1017/S0032247406005122,Publisher link; Couldn't analyze abstract,,,
210,"Ford, J.D., T. Pearce, B. Smit, J. Wandel, M. Allurut, K. Shappa, H. Ittusujurat, and K. Qrunnut, 2007: Reducing vulnerability to climate change in the Arctic: the case of Nunavut, Canada. Arctic, 60(2), 150-166.",https://doi.org/10.14430/arctic240,https://journalhosting.ucalgary.ca/index.php/arctic/article/view/63302,10.14430/arctic240,Publisher link; Couldn't analyze abstract,,,
211,"Ford, J.D., T. Pearce, F. Duerden, C. Furgal, and B. Smit, 2010: Climate change policy responses for Canada's Inuit population: the importance of and opportunities for adaptation. Global Environmental Change, 20(1), 177-191.",https://doi.org/10.1016/j.gloenvcha.2009.10.008,https://linkinghub.elsevier.com/retrieve/pii/S0959378009000934,10.1016/j.gloenvcha.2009.10.008,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,1
212,"Ford, J.D., T. Pearce, J. Gilligan, B. Smit, and J. Oakes, 2008: Climate change and hazards associated with ice use in northern Canada. Arctic, Antarctic, and Alpine Research, 40(4), 647-659.",https://doi.org/10.1657/1523-0430(07-040)[FORD]2.0.CO;2,https://www.tandfonline.com/doi/full/10.1657/1523-0430(07-040)%5BFORD%5D2.0.CO;2,10.1657/1523-0430(07-040)[FORD]2.0.CO;2,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
213,"Ford, J.D., W. Gough, G. Laidler, J. MacDonald, C. Irngaut, and K. Qrunnut, 2009: Sea ice, climate change, and community vulnerability in northern Foxe Basin, Canada. Climate Research, 38(2), 137-154.",https://doi.org/10.3354/cr00777,https://www.int-res.com/abstracts/cr/v38/n2/p137-154/,10.3354/cr00777,Publisher link; Couldn't analyze abstract,,,
214,"Foresight, 2011: Migration and Global Environmental Change: Future Challenges and Opportunities. Final Project Report, UK Government Office for Science, London, UK, 236 pp.",,,,,,,
215,"Fox, S. and J. Beall, 2012: Mitigating conflict and violence in African cities. Environment and Planning C: Government and Policy, 30(6), 968-981.",https://doi.org/10.1068/c11333,,10.1068/c11333,Something didn't work with getting the publisher's link,,,
216,"Frazier, T.G., N. Wood, and B. Yarnal, 2010: Stakeholder perspectives on land-use strategies for adapting to climate-change-enhanced coastal hazards: Sarasota, Florida. Applied Geography, 30(4), 506-517.",https://doi.org/10.1016/j.apgeog.2010.05.007,https://linkinghub.elsevier.com/retrieve/pii/S0143622810000597,10.1016/j.apgeog.2010.05.007,Publisher link; Analyzed abstract; Couldn't export the abstract,0,2,2
217,"Frey, W.H. and A. Singer, 2006: Katrina and Rita Impacts on Gulf Coast Populations: First Census Findings. Brookings Institution, Metropolitan Policy Program, Washington DC.",,,,,,,
218,"From Encounters to Actions [Crate, S.A. and M. Nuttall (eds.)]. Left Coast Press, Walnut Creek, CA, USA, pp. 197-208.",,,,,,,
219,"Furgal, C. and J. Seguin, 2006: Climate change, health and vulnerability in Canadian northern Aboriginal communities. Environmental Health Perspectives, 114(2), 1964-1970.",https://doi.org/10.1289/ehp.8433,https://ehp.niehs.nih.gov/doi/10.1289/ehp.8433,10.1289/ehp.8433,Publisher link; Couldn't analyze abstract,,,
220,"Fussell, E., N. Sastry, and M. Van Landingham, 2010: Race, socioeconomic status, and return migration to New Orleans after Hurricane Katrina. Population and Environment, 31(1-3), 20-42.",https://doi.org/10.1007/s11111-009-0092-2,https://link.springer.com/article/10.1007/s11111-009-0092-2,10.1007/s11111-009-0092-2,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
221,"G.B. Bulenga, J. Rubens, H. Machano, and R. Marchant, 2013: REDD herrings or REDD menace: response to Beymer-Farris and Bassett. Global Environmental Change, 23(5), 1349-1354, doi.org/10.1016/j.gloenvcha.2013.05.013.",https://doi.org/10.1016/j.gloenvcha.2013.05.013,https://linkinghub.elsevier.com/retrieve/pii/S0959378013000988,10.1016/j.gloenvcha.2013.05.013,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
222,"Galvin, K., 2009: Transitions: pastoralists living with change. Annual Review of Anthropology, 38, 185-198.",https://doi.org/10.1146/annurev-anthro-091908-164442,https://www.annualreviews.org/doi/10.1146/annurev-anthro-091908-164442,10.1146/annurev-anthro-091908-164442,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
223,"Gartzke, E., 2012: Could climate change precipitate peace? Journal of Peace Research, 49(1), 177-192.",https://doi.org/10.1177/0022343311427342,https://journals.sagepub.com/doi/10.1177/0022343311427342,10.1177/0022343311427342,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
224,"Gasper, D., 2005: Securing humanity: situating human security as concept and discourse. Journal of Human Development, 6(2), 221-245.",https://doi.org/10.1080/14649880500120558,https://www.tandfonline.com/doi/full/10.1080/14649880500120558,10.1080/14649880500120558,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
